placa;ver_placa;año_permiso;Tipo_pago;CodSII;fecha_pago;MONTO_PAGADO;REAJUSTE;MULTA;ELECTRONICO_PAPEL;FECHA_VENCIMIENTO
BRGV99;1;2024;TOTAL;VN640024;26/03/2024;51331;0;0;PAPEL;31/03/2025
BRHV96;2;2024;TOTAL;SD2070064;14/03/2024;32333;0;0;PAPEL;31/03/2025
BRJP56;7;2024;TOTAL;VN1110122;31/05/2024;64793;0;0;PAPEL;31/05/2025
BRJT64;3;2024;TOTAL;SD500233;07/03/2024;32333;0;0;PAPEL;31/03/2025
BRKT62;2;2024;TOTAL;;03/06/2024;66090;324;977;PAPEL;31/05/2025
BRRV75;8;2024;TOTAL;SD500189;12/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BRSS32;7;2023;2a Cuota;;27/03/2024;17718;391;1684;ELECTRONICO;31/03/2024
BRSS32;7;2024;1a Cuota;;27/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BRSS37;8;2024;1a Cuota;HB1320017;01/04/2024;16167;0;0;ELECTRONICO;31/08/2024
BRSS62;9;2024;TOTAL;CT790134;31/03/2024;47829;0;0;ELECTRONICO;31/03/2025
BRST17;K;2024;TOTAL;SD1320121;08/04/2024;33015;194;488;PAPEL;31/03/2025
BRST57;9;2024;TOTAL;CT2350116;18/03/2024;50830;0;0;PAPEL;31/03/2025
BRST67;6;2024;TOTAL;HB2290092;25/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BRSV21;4;2024;TOTAL;SU1320091;20/03/2024;38884;0;0;ELECTRONICO;31/03/2025
BRSY43;4;2024;TOTAL;SU1110051;29/03/2024;44384;0;0;ELECTRONICO;31/03/2025
BRTL77;0;2024;TOTAL;HB2290084;01/04/2024;32333;0;0;ELECTRONICO;31/03/2025
BRTR64;4;2024;TOTAL;SU1600028;07/04/2024;66261;389;979;ELECTRONICO;31/03/2025
BRTX37;9;2024;TOTAL;SU2290194;05/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BRTZ79;7;2024;TOTAL;HB1110064;10/04/2024;33015;194;488;PAPEL;31/03/2025
BRVF13;8;2024;TOTAL;;31/05/2024;64793;0;0;ELECTRONICO;31/05/2025
BRVP36;1;2024;TOTAL;CT1760262;27/03/2024;55801;0;0;ELECTRONICO;31/03/2025
BRWK99;6;2024;TOTAL;HB1110046;09/02/2024;32333;0;0;ELECTRONICO;31/03/2025
BRWX96;5;2024;1a Cuota;CT790154;16/03/2024;26945;0;0;ELECTRONICO;31/08/2024
BRXD36;1;2024;1a Cuota;HB490001;05/03/2024;16170;0;0;PAPEL;31/08/2024
BRZL91;3;2024;1a Cuota;SU790052;26/03/2024;41797;0;0;ELECTRONICO;31/08/2024
BRZL99;9;2024;TOTAL;CT1600091;01/04/2024;38855;0;0;ELECTRONICO;31/03/2025
BSCB80;3;2023;2a Cuota;SU1410060;02/04/2024;49920;1340;5348;PAPEL;31/03/2024
BSCB80;3;2024;TOTAL;SU1410060;02/04/2024;95866;563;1417;PAPEL;31/03/2025
BSCF59;4;2024;1a Cuota;VN1110112;27/03/2024;18810;0;0;PAPEL;31/08/2024
BSCG93;0;2024;TOTAL;SU2350058;05/04/2024;33850;199;500;PAPEL;31/03/2025
BSDJ98;K;2023;TOTAL;CT1660016;04/01/2024;36832;1143;4804;PAPEL;31/03/2024
BSDJ98;K;2024;TOTAL;CT1660016;28/03/2024;32333;0;0;PAPEL;31/03/2025
BSFT98;6;2024;TOTAL;CT1600091;31/03/2024;38855;0;0;ELECTRONICO;31/03/2025
BSKB71;7;2024;1a Cuota;SU1110059;22/03/2024;18840;0;0;PAPEL;31/08/2024
BSKR48;9;2024;TOTAL;CT2350116;07/03/2024;50834;0;0;PAPEL;31/03/2025
BSLH92;7;2024;TOTAL;;29/05/2024;64790;0;0;PAPEL;31/05/2025
BSLL37;3;2024;TOTAL;VN1320085;13/02/2024;58300;0;0;PAPEL;31/03/2025
BSLL68;3;2024;TOTAL;SU1210036;08/04/2024;80817;475;1194;ELECTRONICO;31/03/2025
BSLW87;0;2024;TOTAL;SD1760239;21/03/2024;32330;0;0;PAPEL;31/03/2025
BSPB62;4;2024;TOTAL;SD2290026;25/03/2024;32330;0;0;PAPEL;31/03/2025
BSPF97;6;2024;TOTAL;SU1760189;13/03/2024;63920;0;0;PAPEL;31/03/2025
BSPG50;6;2024;TOTAL;HB2290092;27/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BSPH94;4;2024;TOTAL;SU1110065;18/03/2024;32330;0;0;PAPEL;31/03/2025
BSPK16;5;2024;TOTAL;SU1320081;30/03/2024;52179;0;0;ELECTRONICO;31/03/2025
BSPK42;4;2024;TOTAL;CT910011;23/03/2024;32330;0;0;PAPEL;31/03/2025
BSRF70;5;2024;TOTAL;SD2350174;27/03/2024;32333;0;0;PAPEL;31/03/2025
BSSD35;6;2024;TOTAL;CT910003;22/03/2024;32330;0;0;PAPEL;31/03/2025
BSSV74;K;2024;TOTAL;HB2290092;11/03/2024;32331;0;0;PAPEL;31/03/2025
BSTV29;K;2022;TOTAL;SD2290028;04/03/2024;49957;5230;13225;PAPEL;31/03/2023
BSTV29;K;2023;TOTAL;SD2290028;04/03/2024;37830;1174;5771;PAPEL;31/03/2024
BSTV29;K;2024;TOTAL;SD2290028;04/03/2024;32333;0;0;PAPEL;31/03/2025
BSTY51;5;2023;TOTAL;VN500030;15/03/2024;63750;1978;9725;PAPEL;31/03/2024
BSTY51;5;2024;TOTAL;VN500030;15/03/2024;43547;0;0;PAPEL;31/03/2025
BSVL56;8;2024;TOTAL;HB500085;15/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BSXF74;5;2024;TOTAL;SD1110146;05/03/2024;32330;0;0;PAPEL;31/03/2025
BSXJ11;6;2024;TOTAL;SD1620230;15/04/2024;283586;1666;4191;ELECTRONICO;31/03/2025
BSXL73;9;2024;TOTAL;VN2350040;19/03/2024;54240;0;0;PAPEL;31/03/2025
BSYP30;3;2024;TOTAL;HB1110044;25/03/2024;32330;0;0;PAPEL;31/03/2025
BSYX64;2;2024;TOTAL;SU1110046;31/03/2024;57655;0;0;ELECTRONICO;31/03/2025
BTFF43;3;2024;TOTAL;SU490001;04/03/2024;32330;0;0;PAPEL;31/03/2025
BTJW81;5;2024;TOTAL;HB500069;21/03/2024;32333;0;0;PAPEL;31/03/2025
BTLH28;K;2024;TOTAL;SD1110156;25/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BTLW27;1;2023;TOTAL;SD2350171;11/01/2024;36830;1143;4804;PAPEL;31/03/2024
BTLW27;1;2024;TOTAL;SD2350171;07/03/2024;32330;0;0;PAPEL;31/03/2025
BTRP87;9;2024;TOTAL;SD2350187;29/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BTRT22;K;2024;1a Cuota;SU1620046;26/03/2024;119059;0;0;ELECTRONICO;31/08/2024
BTRT30;0;2024;TOTAL;CT1600098;29/04/2024;52820;310;781;PAPEL;31/03/2025
BTRT36;K;2024;TOTAL;;31/05/2024;64790;0;0;PAPEL;31/05/2025
BTRT39;4;2024;1a Cuota;SD1320103;27/03/2024;16167;0;0;PAPEL;31/08/2024
BTRT50;5;2024;TOTAL;HB1320028;18/03/2024;32333;0;0;PAPEL;31/03/2025
BTRV29;3;2024;1a Cuota;SD1760239;06/03/2024;16167;0;0;PAPEL;31/08/2024
BTRV37;4;2024;TOTAL;CT790152;01/03/2024;46920;0;0;PAPEL;31/03/2025
BTRV56;0;2024;TOTAL;CT1660053;27/03/2024;55557;0;0;ELECTRONICO;31/03/2025
BTRW71;0;2024;TOTAL;CT940002;03/04/2024;33015;194;488;PAPEL;31/03/2025
BTRX65;2;2024;TOTAL;CT160002;10/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BTRY84;5;2024;TOTAL;SD2350174;01/04/2024;32330;0;0;PAPEL;31/03/2025
BTRZ41;8;2023;2a Cuota;SU590101;25/03/2024;17718;391;1684;PAPEL;31/03/2024
BTRZ41;8;2024;1a Cuota;SU590101;25/03/2024;16167;0;0;PAPEL;31/08/2024
BTSV94;9;2024;TOTAL;HB2290100;18/03/2024;32333;0;0;PAPEL;31/03/2025
BTVB13;8;2024;TOTAL;SU2290225;04/03/2024;53432;0;0;PAPEL;31/03/2025
BTZC75;6;2024;TOTAL;SU2290239;01/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BTZH23;9;2024;1a Cuota;SD500224;21/03/2024;16167;0;0;PAPEL;31/08/2024
BTZK92;4;2024;TOTAL;SD500226;20/03/2024;32333;0;0;PAPEL;31/03/2025
BV1926;1;2024;TOTAL;CT2290001;07/03/2024;32330;0;0;PAPEL;31/03/2025
BV2890;2;2024;TOTAL;CT1660007;29/02/2024;32333;0;0;PAPEL;31/03/2025
BV3133;4;2024;TOTAL;SD1760055;15/02/2024;32330;0;0;PAPEL;31/03/2025
BVBK78;K;2024;TOTAL;CT500246;25/03/2024;37287;0;0;ELECTRONICO;31/03/2025
BVBR52;8;2024;TOTAL;SD1970119;12/04/2024;33015;194;488;PAPEL;31/03/2025
BVCF27;5;2024;TOTAL;HB1840119;23/04/2024;33864;199;500;ELECTRONICO;31/03/2025
BVCL96;K;2024;TOTAL;CT1600092;28/03/2024;47272;0;0;PAPEL;31/03/2025
BVJH74;7;2024;1a Cuota;HB1320020;29/02/2024;16167;0;0;ELECTRONICO;31/08/2024
BVJR36;9;2024;TOTAL;SD2350135;15/03/2024;40998;0;0;ELECTRONICO;31/03/2025
BVJW28;3;2024;TOTAL;SU1320084;27/03/2024;38306;0;0;ELECTRONICO;31/03/2025
BVKJ33;1;2024;1a Cuota;SD500189;25/03/2024;16170;0;0;PAPEL;31/08/2024
BVLS78;1;2024;TOTAL;CT1760173;02/04/2024;39874;234;589;ELECTRONICO;31/03/2025
BVPJ26;5;2024;1a Cuota;SU2290220;13/03/2024;20930;0;0;PAPEL;31/08/2024
BVPZ99;3;2024;TOTAL;VN640024;14/03/2024;51331;0;0;PAPEL;31/03/2025
BVRB41;1;2024;TOTAL;CT790152;28/03/2024;46925;0;0;ELECTRONICO;31/03/2025
BVRB96;9;2024;TOTAL;CT1660045;22/02/2024;52160;0;0;PAPEL;31/03/2025
BVRK57;2;2024;1a Cuota;CT1600099;27/03/2024;24347;0;0;PAPEL;31/08/2024
BVSD46;0;2024;1a Cuota;CT2350117;26/03/2024;35648;0;0;ELECTRONICO;31/08/2024
BVSG27;7;2024;TOTAL;CT1540009;02/04/2024;33010;194;488;PAPEL;31/03/2025
BVSJ81;4;2024;TOTAL;HB2290092;01/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BVSK62;4;2024;TOTAL;HB2290068;02/05/2024;33636;323;980;PAPEL;31/03/2025
BVSR44;8;2024;TOTAL;HB520117;23/04/2024;33015;194;488;PAPEL;31/03/2025
BVSR74;K;2024;1a Cuota;SD1840195;30/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BVSV84;6;2024;TOTAL;SU790045;21/03/2024;32333;0;0;PAPEL;31/03/2025
BVSV92;7;2024;TOTAL;SU1320105;07/03/2024;39030;0;0;PAPEL;31/03/2025
BVTB19;6;2024;TOTAL;SD1600169;26/03/2024;35079;0;0;ELECTRONICO;31/03/2025
BVTB21;8;2024;TOTAL;SU2290215;25/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BVTB46;3;2024;TOTAL;SD500218;10/04/2024;33010;194;488;PAPEL;31/03/2025
BVTB56;0;2024;TOTAL;CT1320036;28/03/2024;33810;0;0;PAPEL;31/03/2025
BVTB60;9;2024;1a Cuota;SU2270292;27/03/2024;34070;0;0;ELECTRONICO;31/08/2024
BVTC14;1;2024;TOTAL;CT640047;11/03/2024;58731;0;0;ELECTRONICO;31/03/2025
BVTC43;5;2024;TOTAL;SU1110050;28/03/2024;33010;0;0;PAPEL;31/03/2025
BVTD66;0;2024;1a Cuota;CT500275;27/03/2024;16167;0;0;PAPEL;31/08/2024
BVTG92;2;2024;TOTAL;SU520069;24/06/2024;34295;485;1477;ELECTRONICO;31/03/2025
BVTH41;4;2024;TOTAL;SD500234;19/03/2024;32333;0;0;PAPEL;31/03/2025
BVTJ22;4;2024;1a Cuota;CO520051;31/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BVTJ53;4;2024;1a Cuota;CT1760262;28/03/2024;27901;0;0;ELECTRONICO;31/08/2024
BVTJ62;3;2024;TOTAL;HB2290100;06/03/2024;32330;0;0;PAPEL;31/03/2025
BVTJ63;1;2024;1a Cuota;SD1110159;31/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BVTJ66;6;2024;TOTAL;VN2350034;27/03/2024;66403;0;0;ELECTRONICO;31/03/2025
BVTJ68;2;2024;1a Cuota;SU790045;20/03/2024;16170;0;0;PAPEL;31/08/2024
BVTJ69;0;2024;TOTAL;SU1760185;17/03/2024;49740;0;0;ELECTRONICO;31/03/2025
BVTJ71;2;2024;TOTAL;CT1760277;27/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BVZJ51;5;2022;TOTAL;SU1320103;05/06/2024;98627;10909;28430;PAPEL;31/03/2023
BVZJ51;5;2023;TOTAL;SU1320103;05/06/2024;70027;2877;12862;PAPEL;31/03/2024
BVZJ51;5;2024;TOTAL;SU1320103;05/06/2024;48566;687;2091;PAPEL;31/03/2025
BVZW55;1;2024;TOTAL;VN1660039;05/03/2024;73690;0;0;PAPEL;31/03/2025
BWBL76;4;2024;1a Cuota;SD2430118;25/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BWBP82;1;2024;1a Cuota;CT790154;28/03/2024;28670;0;0;PAPEL;31/08/2024
BWCG62;4;2024;1a Cuota;SU1110071;06/03/2024;27776;0;0;ELECTRONICO;31/08/2024
BWDZ46;3;2024;1a Cuota;HB500110;28/02/2024;16170;0;0;PAPEL;31/08/2024
BWFC51;0;2024;TOTAL;SU500047;20/03/2024;32333;0;0;PAPEL;31/03/2025
BWFT96;3;2024;TOTAL;SU1210026;27/03/2024;66043;0;0;PAPEL;31/03/2025
BWFX56;3;2024;1a Cuota;SD2430119;22/03/2024;16170;0;0;PAPEL;31/08/2024
BWHD35;6;2024;TOTAL;VN1110124;21/03/2024;46037;0;0;ELECTRONICO;31/03/2025
BWJB57;K;2024;TOTAL;VN2350039;14/03/2024;116823;0;0;ELECTRONICO;31/03/2025
BWJJ88;8;2024;TOTAL;HB500093;30/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BWKF18;3;2024;1a Cuota;CT1660040;31/03/2024;39553;0;0;ELECTRONICO;31/08/2024
BWKK95;2;2024;TOTAL;SU1320082;06/03/2024;35313;0;0;ELECTRONICO;31/03/2025
BWKY32;4;2024;TOTAL;CT1600101;23/03/2024;60959;0;0;ELECTRONICO;31/03/2025
BWL011;6;2020;TOTAL;MT2540302;26/02/2024;52650;6880;20933;ELECTRONICO;31/03/2021
BWL011;6;2021;TOTAL;MT2540302;26/02/2024;48510;6321;16700;ELECTRONICO;31/03/2022
BWL011;6;2022;TOTAL;MT2540302;26/02/2024;42397;4301;10875;ELECTRONICO;31/03/2023
BWL011;6;2023;TOTAL;MT2540302;26/02/2024;37096;957;5254;ELECTRONICO;31/03/2024
BWL011;6;2024;TOTAL;MT2540302;26/02/2024;32333;0;0;ELECTRONICO;31/03/2025
BWLG67;3;2024;TOTAL;SU1110071;14/03/2024;55551;0;0;PAPEL;31/03/2025
BWLY91;5;2024;TOTAL;CT1600097;06/04/2024;42907;634;252;ELECTRONICO;31/03/2025
BWPJ62;6;2024;TOTAL;SD500223;30/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BWPT74;0;2023;TOTAL;;11/04/2024;35932;855;3414;PAPEL;30/09/2024
BWRC22;6;2024;TOTAL;CT1540009;27/03/2024;32333;0;0;PAPEL;31/03/2025
BWVD95;4;2024;TOTAL;HB1840128;12/03/2024;32333;0;0;PAPEL;31/03/2025
BWYK92;8;2024;TOTAL;SD1620219;08/03/2024;134341;0;0;ELECTRONICO;31/03/2025
BWYX29;8;2024;TOTAL;HB2350027;04/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BWZD13;1;2024;1a Cuota;CT500265;26/03/2024;27558;0;0;PAPEL;31/08/2024
BXBG63;1;2024;TOTAL;SD1760214;20/03/2024;32330;0;0;PAPEL;31/03/2025
BXBK79;7;2024;1a Cuota;SD1760265;27/03/2024;16170;0;0;PAPEL;31/08/2024
BXBL49;1;2024;TOTAL;SD2270144;24/03/2024;56932;0;0;ELECTRONICO;31/03/2025
BXBP22;2;2024;TOTAL;CT1600101;14/03/2024;55801;0;0;ELECTRONICO;31/03/2025
BXBP74;5;2024;1a Cuota;CT2350115;23/03/2024;30350;0;0;PAPEL;31/08/2024
BXFH57;K;2024;1a Cuota;SD2350174;31/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BXFL48;K;2024;1a Cuota;SD500221;24/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BXGH61;3;2021;TOTAL;HB1760045;03/04/2024;71873;9624;25652;PAPEL;31/03/2022
BXGH61;3;2022;TOTAL;HB1760045;03/04/2024;63862;6850;17417;PAPEL;31/03/2023
BXGH61;3;2023;TOTAL;HB1760045;03/04/2024;43160;1522;7043;PAPEL;31/03/2024
BXGH61;3;2024;1a Cuota;HB1760045;03/04/2024;16865;99;249;PAPEL;31/08/2024
BXHV45;0;2023;TOTAL;;19/01/2024;71763;1624;7689;PAPEL;31/05/2024
BXHV45;0;2024;TOTAL;;15/05/2024;64793;0;0;PAPEL;31/05/2025
BXJB48;5;2024;TOTAL;SD2350193;07/03/2024;37476;0;0;PAPEL;31/03/2025
BXJB63;9;2024;1a Cuota;SD2070065;26/03/2024;16170;0;0;PAPEL;31/08/2024
BXPB15;0;2024;TOTAL;SD1110129;28/03/2024;32330;0;0;PAPEL;31/03/2025
BXRF77;0;2024;TOTAL;SD1760260;26/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BXRT14;2;2024;TOTAL;SD1110159;19/03/2024;32330;0;0;PAPEL;31/03/2025
BXTZ61;7;2024;TOTAL;;23/05/2024;64794;0;0;PAPEL;31/05/2025
BXVB42;5;2024;TOTAL;SD1760271;05/04/2024;33015;194;488;ELECTRONICO;31/03/2025
BXYW56;3;2022;TOTAL;CT790145;23/05/2024;55576;6013;15593;ELECTRONICO;31/03/2023
BXYW56;3;2023;TOTAL;CT790145;23/05/2024;39164;1482;6797;ELECTRONICO;31/03/2024
BXYW56;3;2024;TOTAL;CT790145;23/05/2024;33636;323;980;ELECTRONICO;31/03/2025
BXZH85;2;2024;TOTAL;SU1110059;18/03/2024;40540;0;0;PAPEL;31/03/2025
BXZJ35;2;2024;TOTAL;SU1600028;27/03/2024;70906;0;0;PAPEL;31/03/2025
BYBR28;9;2024;TOTAL;HB2290084;27/03/2024;32330;0;0;PAPEL;31/03/2025
BYCR28;4;2024;TOTAL;CT1760277;27/03/2024;32333;0;0;PAPEL;31/03/2025
BYCZ58;0;2024;TOTAL;SD500189;14/05/2024;33636;323;980;PAPEL;31/03/2025
BYCZ63;7;2024;TOTAL;HB2350014;22/03/2024;32330;0;0;PAPEL;31/03/2025
BYDC34;4;2024;1a Cuota;SU1760185;13/03/2024;24870;0;0;ELECTRONICO;31/08/2024
BYDF66;5;2024;1a Cuota;SU1210033;24/03/2024;41127;0;0;ELECTRONICO;31/08/2024
BYDG21;1;2024;TOTAL;SU1320106;26/03/2024;41152;0;0;ELECTRONICO;31/03/2025
BYDK53;9;2024;1a Cuota;SU500047;28/03/2024;16170;0;0;PAPEL;31/08/2024
BYDL33;0;2024;1a Cuota;SD1110164;19/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BYDT13;4;2024;TOTAL;VN1110122;01/04/2024;37830;0;0;PAPEL;31/03/2025
BYGX51;7;2024;1a Cuota;CT2350115;31/03/2024;30350;0;0;ELECTRONICO;31/08/2024
BYHY64;0;2024;1a Cuota;SD1110146;28/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BYKC30;9;2024;TOTAL;HB520162;25/03/2024;32333;0;0;PAPEL;31/03/2025
BYLC86;K;2024;1a Cuota;SD2350171;15/03/2024;16170;0;0;PAPEL;31/08/2024
BYRS78;7;2024;TOTAL;CT1760173;22/03/2024;39051;0;0;ELECTRONICO;31/03/2025
BYSV39;4;2024;TOTAL;SD1760214;08/03/2024;32330;0;0;PAPEL;31/03/2025
BYTF68;7;2024;TOTAL;SD1110146;20/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BYTF72;5;2024;TOTAL;SU2350057;27/03/2024;62428;0;0;ELECTRONICO;31/03/2025
BYTH30;2;2024;TOTAL;HB1320020;26/03/2024;32333;0;0;PAPEL;31/03/2025
BYTH55;8;2024;1a Cuota;SD1110129;13/03/2024;16167;0;0;PAPEL;31/08/2024
BYTH95;7;2024;TOTAL;SD2350184;15/03/2024;32987;0;0;PAPEL;31/03/2025
BYTJ50;3;2024;1a Cuota;SD1320105;28/03/2024;16170;0;0;PAPEL;31/08/2024
BYTK35;6;2024;1a Cuota;CT1320038;16/03/2024;23559;0;0;ELECTRONICO;31/08/2024
BYTK38;0;2024;TOTAL;HB490001;23/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BYTK39;9;2024;TOTAL;CT2350117;23/03/2024;86180;0;0;PAPEL;31/03/2025
BYWJ81;4;2024;1a Cuota;HB2430210;18/03/2024;16170;0;0;PAPEL;31/08/2024
BYWV23;4;2024;1a Cuota;CO2290017;31/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BYZP98;0;2024;TOTAL;SD1320121;15/03/2024;32333;0;0;PAPEL;31/03/2025
BZ1433;K;2024;TOTAL;SD2270022;12/03/2024;32333;0;0;PAPEL;31/03/2025
BZ5811;6;2024;TOTAL;CT1760023;06/03/2024;32330;0;0;PAPEL;31/03/2025
BZ7501;0;2024;1a Cuota;SD1760006;13/03/2024;16170;0;0;PAPEL;31/08/2024
BZ8646;2;2024;TOTAL;SD1600032;26/03/2024;32330;0;0;PAPEL;31/03/2025
BZ9457;0;2024;TOTAL;CT500025;03/06/2024;34290;485;1477;PAPEL;31/03/2025
BZ9566;6;2024;TOTAL;SD2350039;03/04/2024;33010;194;488;PAPEL;31/03/2025
BZ9597;6;2024;TOTAL;SD1760037;31/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BZBP38;8;2024;TOTAL;SU1110061;11/03/2024;49260;0;0;PAPEL;31/03/2025
BZBX23;4;2024;TOTAL;;27/03/2024;105746;0;0;PAPEL;31/03/2025
BZBX33;1;2024;TOTAL;CT1760251;17/06/2024;57136;808;2460;PAPEL;31/03/2025
BZCH71;3;2024;TOTAL;SD1320103;19/03/2024;32330;0;0;PAPEL;31/03/2025
BZCL77;1;2024;TOTAL;SU1760186;01/04/2024;44221;0;0;PAPEL;31/03/2025
BZHP13;K;2024;TOTAL;CT2310001;28/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BZHS21;K;2024;TOTAL;SD2350171;27/03/2024;32330;0;0;PAPEL;31/03/2025
BZHS76;7;2024;TOTAL;CT790153;25/03/2024;39794;0;0;PAPEL;31/03/2025
BZJT90;4;2024;TOTAL;CT1660044;24/03/2024;48519;0;0;ELECTRONICO;31/03/2025
BZKK52;2;2024;TOTAL;SU500055;11/03/2024;32333;0;0;PAPEL;31/03/2025
BZKS48;2;2024;TOTAL;SU1110063;27/03/2024;41900;0;0;PAPEL;31/03/2025
BZSG83;6;2024;1a Cuota;HB1110046;19/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BZSJ28;6;2024;TOTAL;SD500239;13/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BZSJ71;5;2024;1a Cuota;SU2290185;26/03/2024;27274;0;0;ELECTRONICO;31/08/2024
BZSL17;3;2024;TOTAL;SU500055;27/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BZSL20;3;2023;2a Cuota;SU1110060;16/04/2024;31428;844;3367;ELECTRONICO;31/03/2024
BZSL20;3;2024;TOTAL;SU1110060;16/04/2024;46190;271;683;ELECTRONICO;31/03/2025
BZSL27;0;2024;TOTAL;HB1840118;25/04/2024;34780;204;514;PAPEL;31/03/2025
BZSL65;3;2023;TOTAL;CT1600098;18/01/2024;71820;2228;9368;PAPEL;31/03/2024
BZSL65;3;2024;TOTAL;CT1600098;02/04/2024;52820;310;781;PAPEL;31/03/2025
BZSP52;4;2024;TOTAL;SD400002;14/03/2024;32330;0;0;PAPEL;31/03/2025
BZSP55;9;2024;TOTAL;CO500009;18/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BZSR97;7;2024;TOTAL;HB1320021;08/05/2024;33640;323;980;PAPEL;31/03/2025
BZST80;5;2024;1a Cuota;CT1760260;31/03/2024;34455;0;0;ELECTRONICO;31/08/2024
BZSV45;3;2024;TOTAL;HB1320024;12/02/2024;32333;0;0;ELECTRONICO;31/03/2025
BZSW44;1;2024;TOTAL;CT1760245;03/04/2024;47311;278;699;PAPEL;31/03/2025
BZSW54;9;2024;TOTAL;HB1110065;01/04/2024;32333;0;0;ELECTRONICO;31/03/2025
BZSW96;4;2024;1a Cuota;SD2350171;08/03/2024;16170;0;0;PAPEL;31/08/2024
BZSX61;8;2024;TOTAL;HB2290092;26/03/2024;32330;0;0;PAPEL;31/03/2025
BZSX67;7;2024;1a Cuota;SU1210026;27/03/2024;37620;0;0;PAPEL;31/08/2024
BZSY10;K;2024;TOTAL;CT1760247;30/03/2024;71823;0;0;ELECTRONICO;31/03/2025
BZSY27;4;2024;TOTAL;SU1320104;20/03/2024;32330;0;0;PAPEL;31/03/2025
BZTB13;5;2023;TOTAL;;12/01/2024;71763;1624;7689;PAPEL;31/05/2024
BZTB61;5;2024;TOTAL;HB500095;05/06/2024;34295;485;1477;ELECTRONICO;31/03/2025
BZTC31;K;2024;1a Cuota;SD1110129;27/03/2024;16167;0;0;ELECTRONICO;31/08/2024
BZTD93;6;2024;TOTAL;SU1620015;21/03/2024;54735;0;0;PAPEL;31/03/2025
BZTH77;3;2024;TOTAL;;28/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BZVV27;6;2024;TOTAL;HB500104;26/03/2024;32330;0;0;PAPEL;31/03/2025
BZVX92;9;2024;TOTAL;;28/05/2024;64793;0;0;PAPEL;31/05/2025
BZXR28;6;2024;TOTAL;CT1660047;19/03/2024;58714;0;0;PAPEL;31/03/2025
BZXZ86;8;2024;TOTAL;HB1110079;13/03/2024;32333;0;0;ELECTRONICO;31/03/2025
BZYC71;0;2024;TOTAL;HB2430202;02/04/2024;33015;194;488;PAPEL;31/03/2025
BZZR80;5;2024;TOTAL;CO1840057;25/04/2024;33015;194;488;PAPEL;31/03/2025
CBHL36;3;2024;1a Cuota;CT1760230;31/03/2024;22439;0;0;ELECTRONICO;31/08/2024
CBJC17;8;2024;TOTAL;CT1660053;25/03/2024;55557;0;0;PAPEL;31/03/2025
CBJJ96;K;2024;TOTAL;VN1600031;28/02/2024;112032;0;0;ELECTRONICO;31/03/2025
CBKV34;2;2024;TOTAL;VN1660043;21/03/2024;81520;0;0;PAPEL;31/03/2025
CBKV69;5;2024;TOTAL;CT2350116;01/04/2024;54161;0;0;ELECTRONICO;31/03/2025
CBLC76;4;2024;1a Cuota;SD1110129;25/03/2024;16170;0;0;PAPEL;31/08/2024
CBLH41;7;2024;TOTAL;HB2350025;13/03/2024;32330;0;0;PAPEL;31/03/2025
CBLJ63;4;2024;1a Cuota;SD1600169;04/03/2024;18490;0;0;PAPEL;31/08/2024
CBLJ67;7;2024;TOTAL;HB1110044;11/03/2024;32333;0;0;PAPEL;31/03/2025
CBLK11;8;2024;TOTAL;SD1320103;28/02/2024;32333;0;0;ELECTRONICO;31/03/2025
CBLK62;2;2024;TOTAL;SU1110065;27/02/2024;32330;0;0;PAPEL;31/03/2025
